DEPARTAMENTO;MUNICIPIO;CODIGO DANE;ARMAS MEDIOS;FECHA HECHO;GENERO;AGRUPA EDAD PERSONA;CANTIDAD
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
BOYACÁ;SOGAMOSO;15759000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
BOYACÁ;SOMONDOCO;15761000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
BOYACÁ;TUNJA (CT);15001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;3
CALDAS;CHINCHINÁ;17174000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
CAQUETÁ;FLORENCIA (CT);18001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
CESAR;LA JAGUA DE IBIRICO;20400000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
CESAR;VALLEDUPAR (CT);20001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
CHOCÓ;QUIBDÓ (CT);27001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
CÓRDOBA;CERETÉ;23162000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
CÓRDOBA;MONTERÍA (CT);23001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
CÓRDOBA;MONTERÍA (CT);23001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
CUNDINAMARCA;ANAPOIMA;25035000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;8
CUNDINAMARCA;SIMIJACA;25745000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
GUAINÍA;INÍRIDA (CT);94001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;3
HUILA;PITALITO;41551000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
HUILA;PITALITO;41551000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
META;ACACÍAS;50006000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
NARIÑO;MAGÜI;52427000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
NORTE DE SANTANDER;CÚCUTA (CT);54001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
NORTE DE SANTANDER;CÚCUTA (CT);54001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
PUTUMAYO;VILLAGARZÓN;86885000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
QUINDÍO;CALARCA;63130000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
QUINDÍO;MONTENEGRO;63470000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
SANTANDER;BARRANCABERMEJA;68081000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
SANTANDER;FLORIDABLANCA;68276000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
SANTANDER;RIONEGRO;68615000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
SANTANDER;SAN GIL;68679000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
SANTANDER;SOCORRO;68755000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
SUCRE;SAMPUÉS;70670000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
SUCRE;SAN ONOFRE;70713000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;2
TOLIMA;CHAPARRAL;73168000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;5
VALLE;ANSERMANUEVO;76041000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;4
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;7
VALLE;EL DOVIO;76250000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
VALLE;PALMIRA;76520000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
VALLE;PRADERA;76563000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
VALLE;RIOFRÍO;76616000;SIN EMPLEO DE ARMAS;1/01/2013;MASCULINO;ADULTOS;1
VALLE;YUMBO;76892000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;2
VALLE;ZARZAL;76895000;SIN EMPLEO DE ARMAS;1/01/2013;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
ATLÁNTICO;MALAMBO;8433000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
CÓRDOBA;LORICA;23417000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;FEMENINO;ADULTOS;4
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;8
CUNDINAMARCA;ZIPAQUIRÁ;25899000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;FEMENINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;FEMENINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
NORTE DE SANTANDER;CÚCUTA (CT);54001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;FEMENINO;ADULTOS;1
SAN ANDRÉS;PROVIDENCIA;88564000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
VALLE;PALMIRA;76520000;ARMA BLANCA / CORTOPUNZANTE;2/01/2013;MASCULINO;ADULTOS;1
ANTIOQUIA;LA ESTRELLA;5380000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;3
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;3
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;2
BOLÍVAR;MAGANGUÉ;13430000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
CAQUETÁ;FLORENCIA (CT);18001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;1
CAUCA;SANTANDER DE QUILICHAO;19698000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;1
CESAR;VALLEDUPAR (CT);20001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
CÓRDOBA;CIÉNAGA DE ORO;23189000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
CÓRDOBA;MONTERÍA (CT);23001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;6
GUAJIRA;RIOHACHA (CT);44001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;3
HUILA;TIMANÁ;41807000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
SAN ANDRÉS;SAN ANDRÉS (CT);88001000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADOLESCENTES;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
TOLIMA;FLANDES;73275000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;2
VALLE;CALI (CT);76001000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;5
VALLE;CALI (CT);76001000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;6
VALLE;CARTAGO;76147000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
VALLE;EL CERRITO;76248000;ARMA DE FUEGO;2/01/2013;FEMENINO;ADULTOS;1
VALLE;FLORIDA;76275000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
VALLE;PALMIRA;76520000;ARMA DE FUEGO;2/01/2013;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;3
ATLÁNTICO;BARRANQUILLA (CT);8001000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;2
BOYACÁ;CHIQUINQUIRÁ;15176000;CONTUNDENTES;2/01/2013;FEMENINO;ADOLESCENTES;1
CALDAS;MANIZALES (CT);17001000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;1
CASANARE;YOPAL (CT);85001000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;4
HUILA;PITALITO;41551000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;1
MAGDALENA;SANTA MARTA (CT);47001000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;1
NORTE DE SANTANDER;CÚCUTA (CT);54001000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;2
SANTANDER;BUCARAMANGA (CT);68001000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;1
SANTANDER;PIEDECUESTA;68547000;CONTUNDENTES;2/01/2013;FEMENINO;ADULTOS;1
SANTANDER;PIEDECUESTA;68547000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;1
SANTANDER;SAN GIL;68679000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;1
SUCRE;SAMPUÉS;70670000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;1
VALLE;PRADERA;76563000;CONTUNDENTES;2/01/2013;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;ESCOPOLAMINA;2/01/2013;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ESCOPOLAMINA;2/01/2013;FEMENINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;NO REPORTADO;2/01/2013;MASCULINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;NO REPORTADO;2/01/2013;MASCULINO;ADULTOS;1
CUNDINAMARCA;FUSAGASUGÁ;25290000;NO REPORTADO;2/01/2013;FEMENINO;ADULTOS;1
ANTIOQUIA;BELLO;5088000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
ANTIOQUIA;DABEIBA;5234000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
ANTIOQUIA;ENVIGADO;5266000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;2
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;2
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
ANTIOQUIA;PUERTO BERRÍO;5579000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
ANTIOQUIA;SABANETA;5631000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;1
BOLÍVAR;SIMITÍ;13744000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;1
BOYACÁ;CHIQUINQUIRÁ;15176000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;1
BOYACÁ;VILLA DE LEYVA;15407000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;1
CALDAS;RIOSUCIO;17614000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
CALDAS;VICTORIA;17867000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
CESAR;AGUSTÍN CODAZZI;20013000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
CHOCÓ;QUIBDÓ (CT);27001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;1
CHOCÓ;QUIBDÓ (CT);27001000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
CÓRDOBA;MONTERÍA (CT);23001000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;9
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;14
CUNDINAMARCA;CHÍA;25175000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
CUNDINAMARCA;TABIO;25785000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
HUILA;GARZÓN;41298000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;2
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;2
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
NARIÑO;TÚQUERRES;52838000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;2
QUINDÍO;CALARCA;63130000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;1
QUINDÍO;MONTENEGRO;63470000;SIN EMPLEO DE ARMAS;2/01/2013;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;2/01/2013;FEMENINO;ADULTOS;2
