DEPARTAMENTO;MUNICIPIO;CODIGO DANE;ARMAS MEDIOS;FECHA HECHO;GENERO;AGRUPA EDAD PERSONA;CANTIDAD
ATLÁNTICO;MALAMBO;8433000;NO REPORTADO;1/01/2012;FEMENINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;NO REPORTADO;1/01/2012;MASCULINO;ADULTOS;2
BOYACÁ;TUNJA (CT);15001000;NO REPORTADO;1/01/2012;FEMENINO;ADULTOS;1
CUNDINAMARCA;EL PEÑÓN;25258000;NO REPORTADO;1/01/2012;MASCULINO;ADULTOS;1
CUNDINAMARCA;GIRARDOT;25307000;NO REPORTADO;1/01/2012;MASCULINO;ADULTOS;1
CUNDINAMARCA;SOACHA;25754000;NO REPORTADO;1/01/2012;MASCULINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;NO REPORTADO;1/01/2012;MASCULINO;MENORES;1
NORTE DE SANTANDER;CÚCUTA (CT);54001000;NO REPORTADO;1/01/2012;MASCULINO;ADULTOS;3
SANTANDER;FLORIDABLANCA;68276000;NO REPORTADO;1/01/2012;FEMENINO;ADULTOS;1
ANTIOQUIA;BELLO;5088000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
ANTIOQUIA;ENVIGADO;5266000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
ANTIOQUIA;ITAGUI;5360000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADOLESCENTES;1
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;5
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;2
BOYACÁ;CHIQUINQUIRÁ;15176000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
BOYACÁ;CHIQUINQUIRÁ;15176000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;2
BOYACÁ;DUITAMA;15238000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;3
CALDAS;PÁCORA;17513000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;7
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;11
CUNDINAMARCA;CHÍA;25175000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADOLESCENTES;1
CUNDINAMARCA;EL COLEGIO;25245000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
CUNDINAMARCA;SOACHA;25754000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
HUILA;GARZÓN;41298000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
HUILA;RIVERA;41615000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;2
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
NARIÑO;SANTA BÁRBARA;52696000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
RISARALDA;BELÉN DE UMBRÍA;66088000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
SAN ANDRÉS;SAN ANDRÉS (CT);88001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
SANTANDER;BARBOSA;68077000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;3
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;6
SANTANDER;SOCORRO;68755000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
SUCRE;COROZAL;70215000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
SUCRE;OVEJAS;70508000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
SUCRE;SAN PEDRO;70717000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
TOLIMA;ALVARADO;73026000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
TOLIMA;AMBALEMA;73030000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
TOLIMA;ESPINAL;73268000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;2
TOLIMA;LÍBANO;73411000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;1
VALLE;ALCALÁ;76020000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
VALLE;BUENAVENTURA;76109000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;1/01/2012;FEMENINO;ADULTOS;2
VALLE;CARTAGO;76147000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADOLESCENTES;1
VALLE;CARTAGO;76147000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;4
VALLE;PALMIRA;76520000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
VALLE;SEVILLA;76736000;SIN EMPLEO DE ARMAS;1/01/2012;MASCULINO;ADULTOS;1
ANTIOQUIA;FREDONIA;5282000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;3
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;1
BOYACÁ;PUERTO BOYACÁ;15572000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;1
BOYACÁ;SOGAMOSO;15759000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;6
META;VILLAVICENCIO (CT);50001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;FEMENINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;2
QUINDÍO;ARMENIA (CT);63001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;FEMENINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;3
SANTANDER;PIEDECUESTA;68547000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;FEMENINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;1
VALLE;PALMIRA;76520000;ARMA BLANCA / CORTOPUNZANTE;2/01/2012;MASCULINO;ADULTOS;2
ANTIOQUIA;ITAGUI;5360000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADULTOS;10
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;2/01/2012;FEMENINO;ADULTOS;2
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADULTOS;5
ATLÁNTICO;SOLEDAD;8758000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;ARMA DE FUEGO;2/01/2012;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;2/01/2012;FEMENINO;ADULTOS;5
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADULTOS;4
CUNDINAMARCA;SOACHA;25754000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA DE FUEGO;2/01/2012;FEMENINO;ADULTOS;1
NORTE DE SANTANDER;CÚCUTA (CT);54001000;ARMA DE FUEGO;2/01/2012;FEMENINO;ADULTOS;1
PUTUMAYO;VILLAGARZÓN;86885000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADULTOS;2
VALLE;GUADALAJARA DE BUGA;76111000;ARMA DE FUEGO;2/01/2012;MASCULINO;ADOLESCENTES;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;2/01/2012;MASCULINO;ADULTOS;2
BOLÍVAR;CARTAGENA (CT);13001000;CONTUNDENTES;2/01/2012;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;CONTUNDENTES;2/01/2012;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;2/01/2012;FEMENINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;2/01/2012;MASCULINO;ADULTOS;3
SANTANDER;FLORIDABLANCA;68276000;CONTUNDENTES;2/01/2012;MASCULINO;ADULTOS;1
SANTANDER;LEBRIJA;68406000;CONTUNDENTES;2/01/2012;MASCULINO;ADULTOS;1
TOLIMA;PIEDRAS;73547000;CONTUNDENTES;2/01/2012;FEMENINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;CORTANTES;2/01/2012;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;CORTANTES;2/01/2012;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ESCOPOLAMINA;2/01/2012;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;NO REPORTADO;2/01/2012;FEMENINO;ADULTOS;1
ATLÁNTICO;MALAMBO;8433000;NO REPORTADO;2/01/2012;FEMENINO;ADULTOS;1
BOYACÁ;DUITAMA;15238000;NO REPORTADO;2/01/2012;MASCULINO;ADULTOS;2
CUNDINAMARCA;CHÍA;25175000;NO REPORTADO;2/01/2012;FEMENINO;ADULTOS;1
CUNDINAMARCA;CHOCONTÁ;25183000;NO REPORTADO;2/01/2012;MASCULINO;ADULTOS;1
CUNDINAMARCA;GIRARDOT;25307000;NO REPORTADO;2/01/2012;MASCULINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;NO REPORTADO;2/01/2012;MASCULINO;ADULTOS;1
SANTANDER;RIONEGRO;68615000;NO REPORTADO;2/01/2012;FEMENINO;ADULTOS;1
ANTIOQUIA;BELLO;5088000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;2
ANTIOQUIA;BELLO;5088000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;2
ANTIOQUIA;ITAGUI;5360000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;6
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;3
BOYACÁ;TUNJA (CT);15001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
CASANARE;NUNCHÍA;85225000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
CASANARE;PAZ DE ARIPORO;85250000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;2
CESAR;VALLEDUPAR (CT);20001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
CÓRDOBA;PLANETA RICA;23555000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;11
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;15
CUNDINAMARCA;FACATATIVÁ;25269000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
CUNDINAMARCA;FUNZA;25286000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
CUNDINAMARCA;SOACHA;25754000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;2
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADOLESCENTES;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;2
NARIÑO;PASTO (CT);52001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
NARIÑO;SAMANIEGO;52678000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
QUINDÍO;LA TEBAIDA;63401000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
RISARALDA;LA VIRGINIA;66400000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;2
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;2
SAN ANDRÉS;SAN ANDRÉS (CT);88001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
SANTANDER;BARRANCABERMEJA;68081000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;3
SANTANDER;FLORIDABLANCA;68276000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;2
SANTANDER;SAN GIL;68679000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
SANTANDER;SAN VICENTE DE CHUCURÍ;68689000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
SANTANDER;SOCORRO;68755000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;2
SUCRE;LOS PALMITOS;70418000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
SUCRE;SAN LUIS DE SINCÉ;70742000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
SUCRE;SAN LUIS DE SINCÉ;70742000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
SUCRE;SAN ONOFRE;70713000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
SUCRE;SANTIAGO DE TOLÚ;70820000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
TOLIMA;CHAPARRAL;73168000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;2
VALLE;CARTAGO;76147000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;2
VALLE;GINEBRA;76306000;SIN EMPLEO DE ARMAS;2/01/2012;MASCULINO;ADULTOS;1
VALLE;GUADALAJARA DE BUGA;76111000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
VALLE;TULUÁ;76834000;SIN EMPLEO DE ARMAS;2/01/2012;FEMENINO;ADULTOS;1
ANTIOQUIA;COPACABANA;5212000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;FEMENINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;MASCULINO;ADULTOS;2
ANTIOQUIA;PUERTO BERRÍO;5579000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;FEMENINO;ADULTOS;1
BOLÍVAR;ARJONA;13052000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;MASCULINO;ADULTOS;1
BOYACÁ;DUITAMA;15238000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;MASCULINO;ADOLESCENTES;1
BOYACÁ;DUITAMA;15238000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;MASCULINO;ADULTOS;2
BOYACÁ;SOGAMOSO;15759000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;FEMENINO;ADULTOS;1
CALDAS;CHINCHINÁ;17174000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2012;FEMENINO;ADULTOS;1
