DEPARTAMENTO;MUNICIPIO;CODIGO DANE;ARMAS MEDIOS;FECHA HECHO;GENERO;AGRUPA EDAD PERSONA;CANTIDAD
CUNDINAMARCA;SOACHA;25754000;ARMA BLANCA / CORTOPUNZANTE;14/12/2016;MASCULINO;ADULTOS;1
HUILA;PITALITO;41551000;ARMA BLANCA / CORTOPUNZANTE;31/12/2016;MASCULINO;ADULTOS;1
META;ACACÍAS;50006000;ARMA BLANCA / CORTOPUNZANTE;11/08/2016;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA BLANCA / CORTOPUNZANTE;25/12/2016;FEMENINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;ARMA BLANCA / CORTOPUNZANTE;29/12/2016;MASCULINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;ARMA BLANCA / CORTOPUNZANTE;30/12/2016;FEMENINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA BLANCA / CORTOPUNZANTE;25/12/2016;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA BLANCA / CORTOPUNZANTE;25/02/2016;MASCULINO;ADULTOS;1
SANTANDER;FLORIDABLANCA;68276000;ARMA BLANCA / CORTOPUNZANTE;17/06/2016;MASCULINO;ADOLESCENTES;1
SANTANDER;SOCORRO;68755000;ARMA BLANCA / CORTOPUNZANTE;21/01/2016;FEMENINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;ARMA BLANCA / CORTOPUNZANTE;31/12/2016;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA BLANCA / CORTOPUNZANTE;16/12/2016;MASCULINO;ADOLESCENTES;1
ANTIOQUIA;APARTADÓ;5045000;ARMA DE FUEGO;28/12/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ARBOLETES;5051000;ARMA DE FUEGO;15/04/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;ENVIGADO;5266000;ARMA DE FUEGO;7/05/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;GIRARDOTA;5308000;ARMA DE FUEGO;16/12/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ITAGUI;5360000;ARMA DE FUEGO;31/12/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;6/12/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;12/12/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;28/12/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA DE FUEGO;29/12/2016;MASCULINO;ADULTOS;1
ATLÁNTICO;SOLEDAD;8758000;ARMA DE FUEGO;12/06/2016;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;ARMA DE FUEGO;28/12/2016;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;ARMA DE FUEGO;31/12/2016;MASCULINO;ADULTOS;1
CALDAS;LA DORADA;17380000;ARMA DE FUEGO;18/04/2016;FEMENINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;11/08/2016;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;12/08/2016;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;1/12/2016;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;30/12/2016;MASCULINO;ADULTOS;1
GUAJIRA;MANAURE;44560000;ARMA DE FUEGO;8/12/2016;FEMENINO;ADULTOS;3
GUAJIRA;MANAURE;44560000;ARMA DE FUEGO;8/12/2016;MASCULINO;ADULTOS;1
MAGDALENA;CIÉNAGA;47189000;ARMA DE FUEGO;21/12/2016;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA DE FUEGO;2/07/2016;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA DE FUEGO;28/10/2016;FEMENINO;ADULTOS;1
NORTE DE SANTANDER;CÚCUTA (CT);54001000;ARMA DE FUEGO;2/12/2016;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA DE FUEGO;18/01/2016;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA DE FUEGO;28/12/2016;MASCULINO;ADULTOS;1
SANTANDER;BARRANCABERMEJA;68081000;ARMA DE FUEGO;17/07/2016;MASCULINO;ADULTOS;1
SANTANDER;FLORIDABLANCA;68276000;ARMA DE FUEGO;29/11/2016;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;20/03/2016;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;4/04/2016;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;8/04/2016;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;9/08/2016;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;28/11/2016;FEMENINO;ADULTOS;1
VALLE;EL CERRITO;76248000;ARMA DE FUEGO;31/12/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;1/01/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;2/01/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;11/01/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;15/01/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;16/01/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;17/01/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;26/01/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;30/01/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;9/02/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;22/02/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;5/03/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;11/03/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;13/03/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;17/03/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;26/03/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;28/03/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;2/04/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;10/04/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;14/04/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;22/04/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;22/04/2016;MASCULINO;MENORES;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;24/04/2016;FEMENINO;ADOLESCENTES;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;24/04/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;26/04/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;28/04/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;29/04/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;2/05/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;2/05/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;8/05/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;9/05/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;9/05/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;12/05/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;13/05/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;13/05/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;24/05/2016;MASCULINO;ADOLESCENTES;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;25/05/2016;FEMENINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;30/05/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;2/06/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;3/06/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;7/06/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;8/06/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;9/06/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;10/06/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;19/06/2016;MASCULINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;21/06/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;24/06/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;26/06/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;3/07/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;10/07/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;11/07/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;17/07/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;24/07/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;28/07/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;6/08/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;6/08/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;10/08/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;12/08/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;21/08/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;23/08/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;31/08/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;31/08/2016;MASCULINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;4/09/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;7/09/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;10/09/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;11/09/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;12/09/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;14/09/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;18/09/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;20/09/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;22/09/2016;MASCULINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;30/09/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;1/10/2016;FEMENINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;3/10/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;11/10/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;16/10/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;19/10/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;20/10/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;21/10/2016;FEMENINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;21/10/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;22/10/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;23/10/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;24/10/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;24/10/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;26/10/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;26/10/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;1/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;2/11/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;3/11/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;3/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;4/11/2016;FEMENINO;ADOLESCENTES;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;4/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;6/11/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;6/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;8/11/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;8/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;9/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;10/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;12/11/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;12/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;13/11/2016;MASCULINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;16/11/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;16/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;19/11/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;22/11/2016;FEMENINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;24/11/2016;FEMENINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;29/11/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;2/12/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;9/12/2016;MASCULINO;ADULTOS;3
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;11/12/2016;FEMENINO;ADOLESCENTES;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;11/12/2016;MASCULINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;14/12/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;16/12/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;21/12/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;26/12/2016;FEMENINO;ADULTOS;2
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;26/12/2016;MASCULINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;28/12/2016;FEMENINO;ADULTOS;1
AMAZONAS;LETICIA (CT);91001000;CONTUNDENTES;30/12/2016;FEMENINO;ADULTOS;1
AMAZONAS;PUERTO NARIÑO;91540000;CONTUNDENTES;18/05/2016;FEMENINO;ADULTOS;1
AMAZONAS;PUERTO NARIÑO;91540000;CONTUNDENTES;6/08/2016;MASCULINO;ADULTOS;1
AMAZONAS;PUERTO NARIÑO;91540000;CONTUNDENTES;24/09/2016;FEMENINO;ADULTOS;1
AMAZONAS;PUERTO NARIÑO;91540000;CONTUNDENTES;3/10/2016;FEMENINO;MENORES;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;15/03/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;22/03/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;26/03/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;8/04/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;16/04/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;27/04/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;2/05/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;11/05/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;14/05/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;6/06/2016;MASCULINO;ADULTOS;2
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;8/06/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;27/06/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;8/07/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;18/07/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;28/07/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;8/08/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;13/08/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;18/10/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;1/11/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;10/12/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;23/12/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;ABEJORRAL;5002000;CONTUNDENTES;29/12/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ALEJANDRÍA;5021000;CONTUNDENTES;29/03/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ALEJANDRÍA;5021000;CONTUNDENTES;7/08/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ALEJANDRÍA;5021000;CONTUNDENTES;22/08/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;ALEJANDRÍA;5021000;CONTUNDENTES;25/12/2016;FEMENINO;ADULTOS;2
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;1/01/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;23/01/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;25/01/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;13/02/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;17/02/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;20/02/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;27/02/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;1/03/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;1/03/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;4/03/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;13/03/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;15/03/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;2/04/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;23/04/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;6/05/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;19/05/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;12/06/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;13/06/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;14/06/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;21/06/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;23/06/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;26/06/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;2/07/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;5/07/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;17/07/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;10/08/2016;FEMENINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;19/08/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;24/08/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;27/08/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;28/08/2016;MASCULINO;ADULTOS;1
ANTIOQUIA;AMAGÁ;5030000;CONTUNDENTES;10/09/2016;FEMENINO;ADULTOS;1
