DEPARTAMENTO;MUNICIPIO;CODIGO DANE;ARMAS MEDIOS;FECHA HECHO;GENERO;AGRUPA EDAD PERSONA;CANTIDAD
CALDAS;MARQUETALIA;17444000;ARMA DE FUEGO;1/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;1/01/2010;MASCULINO;ADULTOS;2
CUNDINAMARCA;SOACHA;25754000;ARMA DE FUEGO;1/01/2010;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA DE FUEGO;1/01/2010;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;ARMA DE FUEGO;1/01/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;1/01/2010;MASCULINO;ADULTOS;3
VALLE;PRADERA;76563000;ARMA DE FUEGO;1/01/2010;FEMENINO;ADULTOS;1
BOLÍVAR;MAGANGUÉ;13430000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;1/01/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;5
META;VILLAVICENCIO (CT);50001000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;1
SANTANDER;GIRÓN;68307000;CONTUNDENTES;1/01/2010;FEMENINO;ADULTOS;1
SANTANDER;LEBRIJA;68406000;CONTUNDENTES;1/01/2010;FEMENINO;ADULTOS;1
SUCRE;SAMPUÉS;70670000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;1
SUCRE;SAN MARCOS;70708000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;1
SUCRE;SANTIAGO DE TOLÚ;70820000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;1
TOLIMA;ESPINAL;73268000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;CONTUNDENTES;1/01/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;CONTUNDENTES;1/01/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;CORTANTES;1/01/2010;MASCULINO;ADOLESCENTES;1
VALLE;CALI (CT);76001000;CORTANTES;1/01/2010;FEMENINO;ADULTOS;1
ANTIOQUIA;APARTADÓ;5045000;NO REPORTADO;1/01/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;NO REPORTADO;1/01/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;LA ESTRELLA;5380000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;2
ARAUCA;ARAUCA (CT);81001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;2
ATLÁNTICO;BARRANQUILLA (CT);8001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;SABANALARGA;8638000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;1
BOYACÁ;SOGAMOSO;15759000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
CALDAS;ANSERMA;17042000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;4
CALDAS;RIOSUCIO;17614000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
CESAR;VALLEDUPAR (CT);20001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;6
CUNDINAMARCA;GIRARDOT;25307000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;2
HUILA;NEIVA (CT);41001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
NARIÑO;PASTO (CT);52001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
SANTANDER;FLORIÁN;68271000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
SANTANDER;GUADALUPE;68320000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
SANTANDER;MÁLAGA;68432000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
SANTANDER;RIONEGRO;68615000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
SUCRE;SANTIAGO DE TOLÚ;70820000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;2
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;2
VALLE;ALCALÁ;76020000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
VALLE;BUGALAGRANDE;76113000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;3
VALLE;CARTAGO;76147000;SIN EMPLEO DE ARMAS;1/01/2010;FEMENINO;ADULTOS;1
VALLE;CARTAGO;76147000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
VALLE;EL CERRITO;76248000;SIN EMPLEO DE ARMAS;1/01/2010;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;FEMENINO;ADULTOS;1
CESAR;PAILITAS;20517000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;FEMENINO;ADULTOS;3
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;MASCULINO;ADULTOS;3
CUNDINAMARCA;SOACHA;25754000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;MASCULINO;ADOLESCENTES;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;FEMENINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;MASCULINO;ADULTOS;3
VALLE;ROLDANILLO;76622000;ARMA BLANCA / CORTOPUNZANTE;2/01/2010;FEMENINO;ADULTOS;1
ANTIOQUIA;BELLO;5088000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;2/01/2010;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;2/01/2010;FEMENINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;6
HUILA;NEIVA (CT);41001000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;ARMA DE FUEGO;2/01/2010;FEMENINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;2
VALLE;CALI (CT);76001000;ARMA DE FUEGO;2/01/2010;MASCULINO;ADULTOS;2
ANTIOQUIA;BELLO;5088000;CONTUNDENTES;2/01/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;ENVIGADO;5266000;CONTUNDENTES;2/01/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;CONTUNDENTES;2/01/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;CONTUNDENTES;2/01/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;SOLEDAD;8758000;CONTUNDENTES;2/01/2010;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;CONTUNDENTES;2/01/2010;FEMENINO;ADULTOS;1
CALDAS;VILLAMARÍA;17873000;CONTUNDENTES;2/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;2/01/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;2/01/2010;MASCULINO;ADULTOS;3
SANTANDER;BUCARAMANGA (CT);68001000;CONTUNDENTES;2/01/2010;MASCULINO;ADULTOS;1
SANTANDER;LOS SANTOS;68418000;CONTUNDENTES;2/01/2010;FEMENINO;ADULTOS;1
HUILA;NEIVA (CT);41001000;NO REPORTADO;2/01/2010;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;NO REPORTADO;2/01/2010;MASCULINO;ADULTOS;2
TOLIMA;HONDA;73349000;PERRO;2/01/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
ANTIOQUIA;MEDELLÍN (CT);5001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;PUERTO BERRÍO;5579000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;2
BOLÍVAR;CARTAGENA (CT);13001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;2
BOYACÁ;TUNJA (CT);15001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;1
CALDAS;ANSERMA;17042000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;2
CÓRDOBA;MONTERÍA (CT);23001000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADOLESCENTES;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;4
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;4
CUNDINAMARCA;FACATATIVÁ;25269000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;1
MAGDALENA;SANTA MARTA (CT);47001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;1
META;GRANADA;50313000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;2
SANTANDER;ARATOCA;68051000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;1
SANTANDER;BARBOSA;68077000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
SANTANDER;PINCHOTE;68549000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
SANTANDER;SAN GIL;68679000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
SANTANDER;SAN VICENTE DE CHUCURÍ;68689000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
SANTANDER;SOCORRO;68755000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;1
SUCRE;SINCELEJO (CT);70001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;3
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;2/01/2010;MASCULINO;ADULTOS;2
VALLE;PALMIRA;76520000;SIN EMPLEO DE ARMAS;2/01/2010;FEMENINO;ADULTOS;2
ANTIOQUIA;MEDELLÍN (CT);5001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;FEMENINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;FEMENINO;ADULTOS;1
CALDAS;VILLAMARÍA;17873000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;1
CAUCA;POPAYÁN (CT);19001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;FEMENINO;ADOLESCENTES;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;2
HUILA;NEIVA (CT);41001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;1
MAGDALENA;SANTA MARTA (CT);47001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;FEMENINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;1
VALLE;BUENAVENTURA;76109000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;1
VALLE;LA UNIÓN;76400000;ARMA BLANCA / CORTOPUNZANTE;3/01/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;3
BOLÍVAR;CARTAGENA (CT);13001000;ARMA DE FUEGO;3/01/2010;FEMENINO;ADOLESCENTES;1
BOLÍVAR;CARTAGENA (CT);13001000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
CALDAS;NEIRA;17486000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
CESAR;VALLEDUPAR (CT);20001000;ARMA DE FUEGO;3/01/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;3/01/2010;FEMENINO;ADULTOS;2
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;5
CUNDINAMARCA;MADRID;25430000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
META;GRANADA;50313000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
QUINDÍO;ARMENIA (CT);63001000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
SANTANDER;GIRÓN;68307000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
SANTANDER;PIEDECUESTA;68547000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;ARMA DE FUEGO;3/01/2010;FEMENINO;ADULTOS;1
VALLE;CANDELARIA;76130000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
VALLE;GUADALAJARA DE BUGA;76111000;ARMA DE FUEGO;3/01/2010;FEMENINO;ADULTOS;1
VALLE;PALMIRA;76520000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
VALLE;TULUÁ;76834000;ARMA DE FUEGO;3/01/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;ENVIGADO;5266000;CONTUNDENTES;3/01/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;SOLEDAD;8758000;CONTUNDENTES;3/01/2010;MASCULINO;ADULTOS;1
BOYACÁ;GUATEQUE;15322000;CONTUNDENTES;3/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;3/01/2010;FEMENINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;CONTUNDENTES;3/01/2010;MASCULINO;ADULTOS;4
MAGDALENA;SANTA MARTA (CT);47001000;CONTUNDENTES;3/01/2010;FEMENINO;ADOLESCENTES;1
MAGDALENA;SANTA MARTA (CT);47001000;CONTUNDENTES;3/01/2010;MASCULINO;ADULTOS;3
TOLIMA;IBAGUÉ (CT);73001000;CONTUNDENTES;3/01/2010;MASCULINO;ADULTOS;3
ATLÁNTICO;BARRANQUILLA (CT);8001000;CORTANTES;3/01/2010;MASCULINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;ESCOPOLAMINA;3/01/2010;MASCULINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;NO REPORTADO;3/01/2010;FEMENINO;ADULTOS;1
ATLÁNTICO;BARRANQUILLA (CT);8001000;NO REPORTADO;3/01/2010;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;NO REPORTADO;3/01/2010;MASCULINO;ADULTOS;1
ANTIOQUIA;BELLO;5088000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
BOLÍVAR;CARTAGENA (CT);13001000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
BOYACÁ;DUITAMA;15238000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
BOYACÁ;SOGAMOSO;15759000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
CALDAS;MANIZALES (CT);17001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
CAQUETÁ;FLORENCIA (CT);18001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
CAQUETÁ;SAN VICENTE DEL CAGUÁN;18753000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
CÓRDOBA;MONTERÍA (CT);23001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;10
CUNDINAMARCA;BOGOTÁ D.C. (CT);11001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;4
CUNDINAMARCA;GIRARDOT;25307000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
CUNDINAMARCA;SOACHA;25754000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;3
CUNDINAMARCA;ZIPACÓN;25898000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
HUILA;GARZÓN;41298000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
HUILA;RIVERA;41615000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
HUILA;TELLO;41799000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
META;ACACÍAS;50006000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
META;CUMARAL;50226000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
META;VILLAVICENCIO (CT);50001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;5
NARIÑO;PASTO (CT);52001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
NORTE DE SANTANDER;CÚCUTA (CT);54001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;2
QUINDÍO;ARMENIA (CT);63001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
RISARALDA;DOSQUEBRADAS;66170000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
RISARALDA;PEREIRA (CT);66001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
SANTANDER;BARBOSA;68077000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;2
SANTANDER;BUCARAMANGA (CT);68001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;2
SANTANDER;CHARALÁ;68167000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
SANTANDER;PUENTE NACIONAL;68572000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
SANTANDER;SAN GIL;68679000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
SUCRE;SAMPUÉS;70670000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
SUCRE;SAN ONOFRE;70713000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
SUCRE;SANTIAGO DE TOLÚ;70820000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
TOLIMA;IBAGUÉ (CT);73001000;SIN EMPLEO DE ARMAS;3/01/2010;MASCULINO;ADULTOS;1
VALLE;CALI (CT);76001000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;1
VALLE;PALMIRA;76520000;SIN EMPLEO DE ARMAS;3/01/2010;FEMENINO;ADULTOS;2
BOLÍVAR;CARTAGENA (CT);13001000;ARMA BLANCA / CORTOPUNZANTE;4/01/2010;MASCULINO;ADULTOS;1
